event_id,city_id,event_type,fd_onset,transition_interval_days,sm_min_pct_weighted,decline_rate_weighted,fd_duration_days_weighted,max_fd_coverage,wet_p5max_20d,wet_threshold_ratio_max_20d,vpd_mean_drought
E00036,C004,FD_P,2021-07-16,11.0,17.959314581377956,8.06143825467064,27.577687684727042,0.6448510923911401,105.2307421501938,1.9344436804517045,1.4392898591934697
E00037,C004,FD_only,2023-08-17,,17.324409834676842,7.865857998104088,23.780212247879977,0.8411618193148336,,,1.3119426488867205
E00038,C004,FD_P,2003-04-18,13.0,21.30472040910128,8.458239589116403,23.29834515014087,0.8658429555190086,58.738279749293795,1.5951087142352534,1.4472897521532533
E00039,C005,FD_P,2006-04-09,10.0,13.217559264914842,7.518214409942032,22.416828453918143,0.5967768362611768,41.439582967189374,1.5575789284919743,1.747519693735935
E00040,C005,FD_only,2008-05-10,,11.885399596969178,7.24369074791036,22.488979686801166,0.6046682667275065,,,1.753265508665139
E00041,C005,FD_P,2010-06-11,12.0,13.519978741078821,7.6971640116225295,26.62515804618264,0.7313046644929921,70.50113484519765,1.163801592658764,1.6729077892869588
E00042,C005,FD_only,2012-07-12,,12.902376353832864,6.7895098378197165,22.71797951551634,0.6519365153801263,,,1.7927031144915269
E00043,C005,FD_P,2014-08-13,14.0,9.80451641327531,6.58146100249995,24.844211325113093,0.7089886494875817,47.407113970609664,1.3431350206666868,1.8826617647458717
E00044,C005,FD_only,2016-04-14,,11.442157507516791,6.162475771604492,26.227933130126317,0.8184282767970297,,,1.865183624260269
E00045,C005,FD_P,2018-05-15,16.0,10.803930663192087,6.943240628847089,22.696551271043855,0.6552030548084543,37.907930635569926,1.5105703570049116,1.719081586767765
E00046,C005,FD_only,2020-06-16,,13.032764621198927,6.506409533878969,25.349476090301767,0.8995077820093642,,,1.8477116905428268
E00047,C005,FD_P,2022-07-17,11.0,10.7679411516483,6.360204961001681,28.02121867929148,0.6749875866215338,38.25066947376793,1.7966078147353914,1.7636420125428345
E00048,C005,FD_only,2002-08-18,,11.211022384237243,7.649970184086494,22.74242346794429,0.5853048740215501,,,1.8822377662234908
E00049,C005,FD_P,2004-04-19,13.0,11.968747501088439,7.092573835274255,23.259928703174143,0.6400112466371047,48.94504514686906,1.2778112961825658,1.667311937446503
E00050,C005,FD_only,2006-05-20,,11.78481015959978,6.1590368897720085,26.08381679859724,0.6559031252575108,,,1.9631282976333642
E00051,C006,FD_P,2007-04-10,10.0,12.947406196729123,7.785951146070302,22.747882524308558,0.7599516539140281,50.21686438788858,1.3624105082604778,0.9865100902209722
E00052,C006,FD_only,2009-05-11,,15.095384399138197,7.923608421176202,23.91864859866763,0.71315898328953,,,1.1069989947449261
E00053,C006,FD_P,2011-06-12,12.0,14.695195949838803,7.472332921739195,26.49441469806114,0.8602178748967837,57.9520768050257,1.3230375169492614,1.2373825746842866
E00054,C006,FD_only,2013-07-13,,15.642026356871082,7.186192563638822,22.524549980657156,0.6503238873376193,,,1.1841823000347675
E00055,C006,FD_P,2015-08-14,14.0,14.050980893893971,7.529537790126325,22.966386655815167,0.8472558817882121,50.837688833164336,1.8155726402980434,1.195370235483119
E00056,C006,FD_only,2017-04-15,,14.610762361516537,6.819363803531379,23.779531948224346,0.8740845217855423,,,1.1377666169964993
E00057,C006,FD_P,2019-05-16,16.0,13.966388928677848,7.907985653175397,20.46416144466525,0.5935981270923355,37.8383058230868,1.7388915360007196,1.2245956494400099
E00058,C006,FD_only,2021-06-17,,12.51122544455528,7.342133732699003,24.275639881043688,0.7352654590974799,,,1.1159495172697067
E00059,C007,FD_P,2008-04-11,10.0,18.7938161534101,7.64739049626551,21.107614577746748,0.5992363039693119,46.24292809893183,1.3976205185737534,0.6934123614636534
E00060,C007,FD_only,2010-05-12,,16.720977379301114,7.479431169264785,24.610006733233078,0.79453775521935,,,0.7578552028021653
E00061,C007,FD_P,2012-06-13,12.0,16.791905973875405,7.841153451491766,26.255131022245298,0.8594635975266525,38.085862518277516,1.702682332568073,1.0052323931194438
E00062,C007,FD_only,2014-07-14,,17.10017199923264,8.007254291665829,21.80920667014819,0.8800237130074694,,,0.7347170836412359
E00063,C007,FD_P,2016-08-15,14.0,15.85765545262214,7.546850826283728,23.94783121597894,0.8117953836313336,76.12500424624159,1.2004257422973623,0.9151805753542138
E00064,C007,FD_only,2018-04-16,,16.988375855328872,7.207846211056096,27.22257662539084,0.8947918851421677,,,0.7741836484098125
E00065,C007,FD_P,2020-05-17,16.0,17.413908848063816,8.214331416027374,22.49091754912375,0.7550530471643532,43.04873099311066,1.3230332457776837,0.7261320897375824
E00066,C007,FD_only,2022-06-18,,16.272669315564034,7.722554637740341,24.05455733972132,0.6384694665772227,,,0.8089743435066575
E00067,C007,FD_P,2002-07-19,11.0,16.507814283141823,7.895250676045303,25.540421491091195,0.7158353230881784,65.96443432394707,1.2376797689834067,0.842727750485131
E00068,C008,FD_P,2009-04-12,10.0,19.729363247485644,8.487455087583095,22.235293780424552,0.5838593207915165,41.93054537247976,1.9337541936175717,1.5877030311980183
E00069,C008,FD_only,2011-05-13,,18.648973439548037,8.781720465992557,24.285169732989026,0.8747412059434672,,,1.5023578667454711
E00070,C008,FD_P,2013-06-14,12.0,20.027616751814023,8.034805274788795,27.809606385444823,0.5775801202711957,57.69023463583474,1.7576078313749077,1.594275051181456
E00071,C008,FD_only,2015-07-15,,19.626418823636694,7.899002199509348,22.168752513481287,0.7521717172709244,,,1.6547019134051262
E00072,C008,FD_P,2017-08-16,14.0,19.343675441134863,8.248160999868862,23.371518620639222,0.6371433631484047,69.76858491976463,1.44418222631815,1.6516735557099007
E00073,C008,FD_only,2019-04-17,,18.740399616419072,8.372143994525647,25.789401781536164,0.8143662398162604,,,1.5041087620788904
E00074,C008,FD_P,2021-05-18,16.0,20.845186143266446,8.567357570982827,23.60081216227992,0.827652097181762,69.13951977045392,1.8585506074920755,1.44024186829277
E00075,C008,FD_only,2023-06-19,,18.546450974775734,8.43322581699683,24.179130207651426,0.5866665455748499,,,1.6882176027978204
E00076,C008,FD_P,2003-07-20,11.0,18.457186725753882,7.960927221476526,25.33349053337647,0.8928808216519128,63.521819057179016,1.882757553072921,1.5257047653086717
E00077,C008,FD_only,2005-08-21,,18.12561146715613,8.450042702539118,21.411470628192873,0.6487191577328728,,,1.5082129829976911
E00078,C009,FD_P,2010-04-13,10.0,10.840316112063764,6.776488670189435,20.919888762032645,0.7703095314283657,55.59312966482456,1.1642010611914078,1.7021470851592835
E00079,C009,FD_only,2012-05-14,,12.046450369798539,6.677390570025246,24.668609119910805,0.877757471539754,,,1.700390954932735
E00080,C009,FD_P,2014-06-15,12.0,13.023572521501917,6.702994534681634,26.08053383105798,0.8353909178671968,56.22042295276461,1.5749797915372825,1.7822441797843296
E00081,C009,FD_only,2016-07-16,,12.56755505401161,6.987521896805419,21.036566283801765,0.628614108504055,,,1.7196330420223176
E00082,C009,FD_P,2018-08-17,14.0,11.370270861672378,7.153493760629758,24.606204096868247,0.6692310442470741,64.96138069251505,2.049614908234095,1.8814125171741678
E00083,C009,FD_only,2020-04-18,,13.42895192095947,7.078337882718526,23.19507427811237,0.8453983568623202,,,1.6037477957422206
E00084,C009,FD_P,2022-05-19,16.0,12.920360911532466,6.5942571831872145,20.784448981697725,0.6511085156755332,69.18725237245329,1.474868416225123,1.790960770892849
E00085,C009,FD_only,2002-06-20,,10.760261270818136,6.722812031194152,21.74886205189314,0.7656023090474773,,,1.7213762973530766
E00086,C009,FD_P,2004-07-21,11.0,12.546813982878085,6.6918987233590945,25.974236133688116,0.7694569372976571,87.72063411419354,2.054522904992777,1.7731988750668086
E00087,C009,FD_only,2006-08-22,,11.606885111875131,6.9757023072336395,21.987369828692092,0.5706603173661047,,,1.6412004685781847
E00088,C009,FD_P,2008-04-23,13.0,11.505832315861717,6.713509750510261,23.4987715654313,0.5837693945803836,57.25210328146643,1.9443329701691323,1.6937254175758465
E00089,C010,FD_P,2011-04-14,10.0,14.428325392821533,7.764879427048732,23.00069666494091,0.8774254837883959,49.5926338558789,1.9510358716559586,1.286326447293145
E00090,C010,FD_only,2013-05-15,,14.259662056693944,7.292332207996463,23.178695761406164,0.762545261426681,,,1.3081871632894924
E00091,C010,FD_P,2015-06-16,12.0,15.816053839995142,6.53876531178945,25.249431971297287,0.6041806769971159,48.843394874647146,1.670219501133726,1.4094713424640626
E00092,C010,FD_only,2017-07-17,,12.657458094263221,7.411229986748488,22.069947759447242,0.7365189852047823,,,1.3353318384332349
E00093,C010,FD_P,2019-08-18,14.0,15.419394602813929,7.482826152205996,24.429344820886904,0.7366705961486095,89.77759450962802,1.7587670146061924,1.1760208214790164
E00094,C010,FD_only,2021-04-19,,14.54453859484478,7.35692833578786,24.278448155076102,0.7852798689657361,,,1.325354321605599
E00095,C010,FD_P,2023-05-20,16.0,14.335840427949298,6.935810075174027,21.189533118542794,0.6271836380247807,92.30522251714184,1.5413966637465304,1.2631007149845095
E00096,C010,FD_only,2003-06-21,,13.16644956631224,7.23021533610376,23.86940503307428,0.5801412015420314,,,1.2042327648799076
E00097,C010,FD_P,2005-07-22,11.0,13.30657789932317,7.616728911211218,26.093538834517624,0.5710770165661265,74.47132378903345,1.9436068834381475,1.403075884892736
E00098,C010,FD_only,2007-08-23,,14.620913970890676,7.404434441779061,20.8367530060539,0.5699380080291865,,,1.1762061288065848
E00099,C010,FD_P,2009-04-24,13.0,14.893061117065832,7.111534216314088,23.807036663100405,0.8110680203296665,50.58463202886468,1.5869091249247127,1.3142177232386185
E00100,C010,FD_only,2011-05-05,,14.435759372158419,7.450661104126321,26.686060009323427,0.6682201625912166,,,1.29657233173266
E00101,C011,FD_P,2012-04-15,10.0,15.750873118334058,7.291246214631891,23.359359276472166,0.5550371980493539,87.75334016037169,2.0051955629299436,0.7311965375968638
E00102,C011,FD_only,2014-05-16,,15.89684014515764,7.237844022820733,24.62193287330419,0.8710906779121523,,,0.9485451414400838
E00103,C011,FD_P,2016-06-17,12.0,14.849499880680822,7.737799050586293,25.56809740821745,0.5762291556508049,95.62966970078084,1.8609992954282362,0.798598934580445
E00104,C011,FD_only,2018-07-18,,16.97042311754448,7.412594141649288,22.763799094621614,0.8342826810010755,,,0.5835707757065858
E00105,C011,FD_P,2020-08-19,14.0,15.32434970002921,7.412090557887451,23.045832438821478,0.56482529595803,52.564327103159734,1.6558744315452056,0.6748619616011482
E00106,C011,FD_only,2022-04-20,,15.961715686858064,8.125387934524388,26.027868712856936,0.57964975110795,,,0.6972721702385504
E00107,C011,FD_P,2002-05-21,16.0,17.3690131535067,7.863237647954589,20.501884568085668,0.569040564865387,67.33067907908493,1.5330425657732354,0.7556624908728171
E00108,C011,FD_only,2004-06-22,,17.487362476442357,8.320741138792913,23.19637242439896,0.6238006144325436,,,0.7178534882638662
E00109,C012,FD_P,2013-04-16,10.0,18.583303402285456,7.7861933348694405,22.20727298021578,0.6298047175438735,78.83852193117444,2.0157918409462816,1.6512355139452892
E00110,C012,FD_only,2015-05-17,,18.581279985160652,8.7912179615614,25.593991073616593,0.5869546874036421,,,1.6705577398837002
E00111,C012,FD_P,2017-06-18,12.0,16.81968226445931,7.2773678686103125,26.99029079115701,0.7200573385055327,53.70389108447759,1.821443817181184,1.6083408211414962
E00112,C012,FD_only,2019-07-19,,17.163643654648684,7.71533550638953,22.565273121717755,0.7951769680549042,,,1.583131599606825
E00113,C012,FD_P,2021-08-20,14.0,17.779765954306377,8.830317330398678,22.53300809984908,0.6446605141394852,73.85001082784737,1.2931150515740637,1.614201491726992
E00114,C012,FD_only,2023-04-21,,18.246054082046488,8.598638532397088,25.805216992850664,0.8239885398436715,,,1.5482761299963552
E00115,C012,FD_P,2003-05-22,16.0,18.961207239736275,7.787060150594325,21.824967281530984,0.708891903292683,80.76787134894005,1.264886112750136,1.542225362595989
E00116,C012,FD_only,2005-06-23,,17.078899877257513,8.677050027990974,23.247511826081517,0.6117310184720203,,,1.4184099064081992
E00117,C012,FD_P,2007-07-24,11.0,18.24019170845361,8.41356537619446,27.895175993157885,0.6431277549792273,92.05302005751487,1.904909338370238,1.6454200819358717
E00118,C013,FD_P,2014-04-17,10.0,11.969983443015101,6.7956365959035585,21.02813363025414,0.6966561956557284,41.22753969586638,1.9189935840155625,1.5365331993105509
E00119,C013,FD_only,2016-05-18,,10.629818211645178,6.7608244487942155,25.463970248991945,0.7791226162212881,,,1.694899755421638
E00120,C013,FD_P,2018-06-19,12.0,14.012095694990261,6.245229040530835,24.80497124269091,0.880683847905204,42.52686858697966,1.3067285317321153,1.5320110371102058
E00121,C013,FD_only,2020-07-20,,13.758893158992826,7.262647089347481,23.31214385263738,0.7562845231977777,,,1.4966960384772472
E00122,C013,FD_P,2022-08-21,14.0,11.372877782580945,6.6915607561400385,23.764840393848463,0.5775087709398787,42.5323268223822,1.3836619266500554,1.5092611672381526
E00123,C013,FD_only,2002-04-22,,13.432813258237491,7.931143201594422,27.351896664090333,0.831119932270954,,,1.6796788116488643
E00124,C013,FD_P,2004-05-23,16.0,11.855035924290824,7.142158909016195,22.64890851442112,0.877072793964415,40.434522321641246,1.821799714797054,1.4846370655514263
E00125,C013,FD_only,2006-06-24,,11.811696742679077,6.558289098059833,24.031510017782132,0.8557356150392004,,,1.6310071883775437
E00126,C013,FD_P,2008-07-05,11.0,10.814969945288938,6.918460879174288,25.783388039061485,0.5604610755062496,56.81599223831104,1.5326640839674601,1.4644552568438065
E00127,C013,FD_only,2010-08-06,,12.298591078098555,7.253821446412726,21.102096501518936,0.8258189639760976,,,1.5349241088154224
E00128,C014,FD_P,2015-04-18,10.0,13.187076995874197,7.0980979499457595,21.55516467511335,0.5912804096976743,39.30534704006078,1.6050468683180896,1.1396758589163807
E00129,C014,FD_only,2017-05-19,,15.459781016836748,7.6425495977616,23.165652299384526,0.5683393534375129,,,1.2597438286259937
E00130,C014,FD_P,2019-06-20,12.0,15.174732091598242,6.598898128092399,25.087292802972605,0.6558350282900762,42.66554010345478,1.1021995881884383,1.237584782364732
E00131,C014,FD_only,2021-07-21,,11.378830152208865,7.187512646045609,23.497992553743988,0.8317066252332286,,,1.2214721751300948
E00132,C014,FD_P,2023-08-22,14.0,16.279022012835913,7.381019617529485,24.768237545817694,0.6253560302118063,51.11738234703742,1.1361626657208015,1.2841156235660531
E00133,C014,FD_only,2003-04-23,,13.143780946682929,7.425718847637927,26.199763441415527,0.5700801972140251,,,1.1437494776816757
E00134,C014,FD_P,2005-05-24,16.0,14.057283124817518,7.361842504553158,21.11403295924397,0.7816965872268934,67.99334596922519,1.1117701266339115,1.3633608550634673
E00135,C014,FD_only,2007-06-05,,13.27996418410221,7.3437168094341905,23.38598724243841,0.8573376127392214,,,1.3092193218338164
E00136,C014,FD_P,2009-07-06,11.0,13.55974346780962,7.3968676382936005,27.161823778444564,0.8595442967025222,68.39790396117077,1.7595129623368475,1.2231642745267646
E00137,C014,FD_only,2011-08-07,,12.479658610155921,7.443317995850944,22.779449674845164,0.7672187842248128,,,1.3839938520558503
E00138,C014,FD_P,2013-04-08,13.0,13.453135087640684,7.453212393530731,23.86118400502528,0.7830901577244906,63.27375343807357,1.3553643402866824,1.2468105156163043
E00139,C015,FD_P,2016-04-19,10.0,15.504180245526387,7.89048252735885,21.016238759942755,0.5693633818364483,93.25651223810904,1.7509935090423705,0.8276877791770273
E00140,C015,FD_only,2018-05-20,,15.87140879676247,8.338051149042482,23.818784843481726,0.8492664921821773,,,0.5513346301719806
E00141,C015,FD_P,2020-06-21,12.0,16.848148295973736,7.619700690708896,26.861048235518236,0.8127083321585161,69.51967860770931,1.2903019942699259,0.7056436447542935
E00142,C015,FD_only,2022-07-22,,16.85201208885112,7.1353799522681545,22.506192965711193,0.6186491097999598,,,0.7621431252802459
E00143,C015,FD_P,2002-08-23,14.0,16.47556105431458,7.768730155165937,24.171382071474678,0.7116329192900952,52.228778115927014,1.73211744598357,0.75414188663935
E00144,C015,FD_only,2004-04-24,,16.008172902138785,7.038760044266997,26.028532143694083,0.5996957084640588,,,0.767938746334191
E00145,C015,FD_P,2006-05-05,16.0,16.050936176432753,8.223919928630965,20.8145050291345,0.8203166403861194,58.11648238159608,1.7232959496426141,0.8751419710147974
E00146,C015,FD_only,2008-06-06,,14.97812591660909,7.47275420465173,23.0282223649371,0.6994561754436742,,,0.7795838001416312
E00147,C015,FD_P,2010-07-07,11.0,16.449716143723638,7.936015491554535,27.149012862963932,0.7467057018263652,85.6211637755755,1.2088467728379464,0.7293024825506432
E00148,C015,FD_only,2012-08-08,,17.899108992324997,8.445696339267526,22.004888238989114,0.6244099016328677,,,0.7393207386371433
E00149,C015,FD_P,2014-04-09,13.0,15.60706110594841,8.305316374525585,24.286446948433476,0.698450173500741,67.0567616596476,1.6622516977458608,0.7307545186885603
E00150,C015,FD_only,2016-05-10,,16.12202354095478,8.085279080960765,24.26293263923082,0.743025153091817,,,0.7665696039316034
E00151,C016,FD_P,2017-04-20,10.0,18.77644111347904,8.306236827335935,20.269015195372845,0.5769239715032554,82.41584499665824,1.5228712301543308,1.6442992588971475
E00152,C016,FD_only,2019-05-21,,16.583834671171715,7.786782811574652,22.974441313218282,0.8624545242881428,,,1.471797213586073
E00153,C016,FD_P,2021-06-22,12.0,16.743824438381527,8.632799655233187,26.214754306003698,0.6032509870683515,74.48417603862728,1.787652441614538,1.5986482180162607
E00154,C016,FD_only,2023-07-23,,18.67127895819558,7.765971101046399,21.80372841564637,0.6204143460630283,,,1.5356285799322213
E00155,C016,FD_P,2003-08-24,14.0,18.597366725962857,7.952925118582541,24.710940502016253,0.6920388847347447,75.52756537688484,1.9753654483125573,1.3203615773337742
E00156,C016,FD_only,2005-04-05,,17.400223416376726,8.255896608886397,26.043283829893763,0.5559985025980337,,,1.5507243653405716
E00157,C016,FD_P,2007-05-06,16.0,17.834167435272036,7.935821304321388,22.77234458189172,0.7738849219901877,62.575509190761686,1.7430343704067948,1.569227425203606
E00158,C016,FD_only,2009-06-07,,18.763929417409823,8.2743980755366,24.06873617077953,0.6296796910505524,,,1.4682834904815834
E00159,C017,FD_P,2018-04-21,10.0,9.16385008139185,7.53904084436151,23.396318814631606,0.5908392168634643,92.94346763072387,1.8514902784340963,1.6197227358775164
E00160,C017,FD_only,2020-05-22,,13.140137441918403,6.899350365951188,24.000810680583413,0.7041270002875452,,,1.5804664838687428
E00161,C017,FD_P,2022-06-23,12.0,11.309064783729852,6.746867204433831,26.708478000765446,0.8814615470878031,43.29894324557465,1.2813816790403743,1.4897789227244038
E00162,C017,FD_only,2002-07-24,,12.396978860585227,7.463613641313331,22.53055412973426,0.8605341887390181,,,1.5493467319615286
E00163,C017,FD_P,2004-08-05,14.0,12.008352015918732,7.483054301635466,24.391323188487295,0.7772987338866651,36.679015998417455,1.4458678387611485,1.2914943305971376
E00164,C017,FD_only,2006-04-06,,12.194353889647122,6.689694666449477,26.423274197209278,0.8685457245328861,,,1.56509185611571
E00165,C017,FD_P,2008-05-07,16.0,12.39464424902155,7.132821053482595,21.602198614416338,0.7155279266315238,55.695054675632335,1.8502144187141516,1.4825880502416204
E00166,C017,FD_only,2010-06-08,,13.262063497926475,7.256495513814537,23.89743901836446,0.6000598270141803,,,1.621474736858658
E00167,C017,FD_P,2012-07-09,11.0,10.744685489422848,6.145983518806253,25.182657027925135,0.72975158964026,76.1432221913476,1.2395262763860408,1.6285060456906597
E00168,C018,FD_P,2019-04-22,10.0,12.518188466022119,7.74195759072817,19.607850623298102,0.6880186749077962,42.93076533616331,1.9920247973480798,1.1376461809346141
E00169,C018,FD_only,2021-05-23,,12.64606578022135,7.520221027065403,23.71211990148679,0.5536825458774512,,,1.23654911603168
E00170,C018,FD_P,2023-06-24,12.0,11.954933267205565,7.716010785477625,26.637116590167885,0.8275608626833193,72.74396902088414,1.379526400680199,1.1844956795245019
E00171,C018,FD_only,2003-07-05,,13.483964760310656,7.55304170997123,19.81703248349576,0.8494265187984922,,,1.1554834830685283
E00172,C018,FD_P,2005-08-06,14.0,13.810505978230344,7.953055158948599,25.580882437609848,0.6454538738031007,62.85426506063203,1.6362894080156587,1.2162551478916708
E00173,C018,FD_only,2007-04-07,,14.006940365281595,7.055072808965495,26.843623041510682,0.6160858189469602,,,1.1876010212857013
E00174,C018,FD_P,2009-05-08,16.0,13.862968047623932,8.048318626796542,20.64521433909873,0.5804057119570977,53.30964483726041,1.5450598245323615,1.1863713599338415
E00175,C018,FD_only,2011-06-09,,13.862306195832947,6.905522902862389,23.11297487702645,0.623737422695405,,,1.233788155715088
E00176,C018,FD_P,2013-07-10,11.0,11.824971383707041,7.47840916539365,26.151628815737205,0.5894307855872873,46.44440354344575,1.6378052869121087,1.2550211912333606
E00177,C018,FD_only,2015-08-11,,15.086325733965143,6.79626048720279,22.850687099072918,0.7730637302816561,,,1.308250309064442
E00178,C019,FD_P,2020-04-23,10.0,15.950036995907874,7.364728964767537,22.08789618480848,0.712881423046017,59.22633268258511,1.324644695709443,0.8178837775684784
E00179,C019,FD_only,2022-05-24,,16.96772940996005,7.526691647725189,23.011357474067715,0.6698744761994944,,,0.762072782537837
E00180,C019,FD_P,2002-06-05,12.0,15.880932173843897,7.677665782708897,23.95023857091401,0.8368142885483207,47.19280252192464,1.6462841703352493,0.8702111304036663
E00181,C019,FD_only,2004-07-06,,15.359478630189198,7.744951317184537,21.230537328198988,0.8150219387622588,,,0.9978998977457093
E00182,C019,FD_P,2006-08-07,14.0,16.4270016164172,8.027052112673479,22.007872582989485,0.6150436213491605,86.86049486466426,1.3321489946649643,0.8880350507679228
E00183,C019,FD_only,2008-04-08,,16.00866112634357,7.940985707370276,24.102669446431335,0.5845916816523395,,,0.8626993731300486
E00184,C019,FD_P,2010-05-09,16.0,14.416545122736036,7.402803011533582,21.471175409365966,0.7040163946957396,50.20997175853578,1.1889340973809321,0.9424856634855255
E00185,C019,FD_only,2012-06-10,,14.370591412805103,7.411135266049857,26.67790888797529,0.8607442562330829,,,0.9962567670653795
E00186,C019,FD_P,2014-07-11,11.0,16.676637673063567,7.1664330230366025,26.359812386273106,0.6222526886118372,55.67873440009198,1.337333754528609,0.9237030740934858
E00187,C019,FD_only,2016-08-12,,16.63601023747627,7.902801196273125,22.564494477040146,0.8420841941268968,,,0.9252302598881872
E00188,C019,FD_P,2018-04-13,13.0,15.864325093828352,7.489889272296154,23.922313440387747,0.8151296018471772,64.50019255175587,1.3154992751308814,0.8227519326848747
